id,name,district,state,population,lat,lon,area
1289,Niederstotzingen,Heidenheim,Baden-Württemberg,4721,48.54111,10.23306,29.8
1290,Nieheim,Höxter,Nordrhein-Westfalen,6026,51.79972,9.10972,79.79
1291,Niemegk,Potsdam-Mittelmark,Brandenburg,2005,52.08306,12.69972,44.81
1292,Nienburg,Nienburg,Niedersachsen,31443,52.64111,9.20694,64.45
1293,Nienburg,Salzlandkreis,Sachsen-Anhalt,6104,51.817,11.75,79.1
1294,Nierstein,Mainz-Bingen,Rheinland-Pfalz,8441,49.86944,8.3375,19.34
1295,Niesky,Görlitz,Sachsen,9198,51.3,14.817,53.61
1296,Nittenau,Schwandorf,Bayern,9053,49.2,12.267,93.15
1297,Nordenham,Wesermarsch,Niedersachsen,26102,53.5,8.467,87.32
1298,Norden,Aurich,Niedersachsen,24767,53.59667,7.20556,106.33
1299,Norderney,Aurich,Niedersachsen,6032,53.70722,7.14694,26.3
1300,Norderstedt,Kreis Segeberg,Schleswig-Holstein,79155,53.70639,10.01028,58.1
1301,"Nordhausen, Thuringia",Nordhausen,Thüringen,40969,51.505,10.79111,110.86
1302,Nordhorn,Grafschaft Bentheim,Niedersachsen,53839,52.43194,7.06778,149.64
1303,Northeim,Northeim,Niedersachsen,29092,51.70667,10.00111,145.67
1304,Nortorf,Rendsburg-Eckernförde,Schleswig-Holstein,6912,54.167,9.867,12.77
1305,Nossen,Meissen,Sachsen,10510,51.05,13.3,122.61
1306,Nottertal-Heilinger Höhen,Unstrut-Hainich-Kreis,Thüringen,5742,51.24694,10.65639,75.95
1307,Nuremberg,Urban district,Bayern,515543,49.45389,11.0775,186.46
1308,Nördlingen,Donau-Ries,Bayern,20674,48.85111,10.48833,68.1
1309,Nürtingen,Esslingen,Baden-Württemberg,41154,48.633,9.333,46.9
1310,Ober-Ramstadt,Darmstadt-Dieburg,Hessen,15127,49.833,8.75,41.88
1311,Oberasbach,Fürth,Bayern,17737,49.42194,10.95833,12.11
1312,Oberharz am Brocken,Harz,Sachsen-Anhalt,10062,51.717,10.817,271.52
1313,Oberhausen,Urban districts of Germany,Nordrhein-Westfalen,209566,51.49667,6.87056,77.04
1314,Oberhof,Schmalkalden-Meiningen,Thüringen,1626,50.70528,10.72583,23.47
1315,Oberkirch,Ortenaukreis,Baden-Württemberg,19944,48.533,8.083,69.13
1316,Oberkochen,Ostalbkreis,Baden-Württemberg,7870,48.78389,10.10528,23.57
1317,Oberlungwitz,Zwickau,Sachsen,5851,50.783,12.717,14.67
1318,Obermoschel,Donnersbergkreis,Rheinland-Pfalz,1056,49.72694,7.77278,10.15
1319,Obernburg a.Main,Miltenberg,Bayern,8696,49.84,9.14139,24.83
1320,Oberndorf am Neckar,Rottweil,Baden-Württemberg,14246,48.29139,8.5725,55.93
1321,Obernkirchen,Schaumburg,Niedersachsen,9240,52.26639,9.11778,32.55
1322,Oberriexingen,Ludwigsburg,Baden-Württemberg,3298,48.92556,9.02806,8.17
1323,Obertshausen,Offenbach,Hessen,24977,50.067,8.833,13.62
1324,Oberursel (Taunus),Hochtaunuskreis,Hessen,46678,50.2032194,8.576925,45.31
1325,Oberviechtach,Schwandorf,Bayern,5019,49.45,12.417,62.41
1326,Oberwesel,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,2804,50.11111,7.72139,18.11
1327,Oberwiesenthal,Erzgebirgskreis,Sachsen,2055,50.41917,12.97083,39.98
1328,Oberzent,Odenwaldkreis,Hessen,10153,49.567,8.967,165.59
1329,Ochsenfurt,Würzburg,Bayern,11248,49.65,10.067,63.55
1330,Ochsenhausen,Biberach,Baden-Württemberg,8935,48.07222,9.94806,59.96
1331,Ochtrup,Steinfurt,Nordrhein-Westfalen,19673,52.20556,7.19028,105.54
1332,Oderberg,Barnim,Brandenburg,2134,52.86667,14.05,35.31
1333,Oebisfelde-Weferlingen,Börde,Sachsen-Anhalt,13555,52.433,10.983,249.22
1334,Oederan,Mittelsachsen,Sachsen,7876,50.86167,13.16722,77.35
1335,Oelde,Warendorf,Nordrhein-Westfalen,29133,51.833,8.15,102.63
1336,Oelsnitz,Vogtlandkreis,Sachsen,10045,50.41667,12.16667,53.67
1337,Oelsnitz,Erzgebirgskreis,Sachsen,10983,50.72222,12.69861,26.28
1338,Oer-Erkenschwick,Recklinghausen,Nordrhein-Westfalen,31532,51.64222,7.25083,38.8
1339,Oerlinghausen,Lippe,Nordrhein-Westfalen,17065,51.96667,8.66667,32.69
1340,Oestrich-Winkel,Rheingau-Taunus-Kreis,Hessen,11873,50.0,8.0,59.53
1341,Oettingen in Bayern,Donau-Ries,Bayern,5205,48.95,10.583,34.21
1342,Offenbach am Main,Urban district,Hessen,130892,50.1,8.8,44.9
1343,Offenburg,Ortenaukreis,Baden-Württemberg,60388,48.467,7.933,78.38
1344,Ohrdruf,Gotha,Thüringen,9652,50.82806,10.73278,113.41
1345,Olbernhau,Erzgebirgskreis,Sachsen,10694,50.667,13.333,125.36
1346,Olching,Fürstenfeldbruck,Bayern,27930,48.2,11.317,29.91
1347,Oldenburg in Holstein,Ostholstein,Schleswig-Holstein,9851,54.3,10.88333,39.67
1348,Oldenburg,Urban district,Niedersachsen,169605,53.14389,8.21389,102.96
1349,Olfen,Coesfeld,Nordrhein-Westfalen,13014,51.717,7.383,52.43
1350,Olpe,Olpe,Nordrhein-Westfalen,24593,51.017,7.833,85.6
1351,Olsberg,Hochsauerlandkreis,Nordrhein-Westfalen,21452,51.35,8.483,117.97
1352,Oppenau,Ortenaukreis,Baden-Württemberg,4796,48.47361,8.15944,73.04
1353,Oppenheim,Mainz-Bingen,Rheinland-Pfalz,7582,49.85556,8.36028,7.09
1354,Oranienbaum-Wörlitz,Wittenberg,Sachsen-Anhalt,8206,51.79917,12.40694,115.16
1355,Oranienburg,Oberhavel,Brandenburg,45492,52.75444,13.23694,162.37
1356,Orlamünde,Saale-Holzland-Kreis,Thüringen,1087,50.77528,11.53139,7.58
1357,Ornbau,Ansbach,Bayern,1653,49.17778,10.65556,15.16
1358,Ortenberg,Wetteraukreis,Hessen,8973,50.35583,9.05528,54.7
1359,Ortrand,Oberspreewald-Lausitz,Brandenburg,2033,51.36667,13.78306,7.34
1360,Oschatz,Nordsachsen,Sachsen,13917,51.30028,13.10722,55.31
1361,Oschersleben,Börde,Sachsen-Anhalt,19396,52.017,11.25,188.92
1362,Osnabrück,Urban district,Niedersachsen,164223,52.283,8.05,119.8
1363,Osterburg,Stendal,Sachsen-Anhalt,9617,52.783,11.767,229.74
1364,Osterburken,Neckar-Odenwald-Kreis,Baden-Württemberg,6549,49.43083,9.42611,47.32
1365,Osterfeld,Burgenlandkreis,Sachsen-Anhalt,2436,51.07667,11.93306,27.61
1366,Osterhofen,Deggendorf,Bayern,11816,48.7,13.017,111.19
1367,Osterholz-Scharmbeck,Osterholz,Niedersachsen,30366,53.217,8.8,147.0
1368,Osterode am Harz,Göttingen,Niedersachsen,21392,51.72861,10.25222,102.46
1369,Osterwieck,Harz,Sachsen-Anhalt,11016,51.967,10.717,212.67
1370,Ostfildern,Esslingen,Baden-Württemberg,39431,48.733,9.25,22.81
1371,Ostheim,Rhön-Grabfeld,Bayern,3290,50.467,10.217,40.73
1372,Osthofen,Alzey-Worms,Rheinland-Pfalz,9569,49.70778,8.32889,27.11
1373,Ostritz,Görlitz,Sachsen,2215,51.01472,14.93222,23.39
1374,Otterberg,Kaiserslautern,Rheinland-Pfalz,5309,49.50444,7.77111,32.09
1375,Otterndorf,Cuxhaven,Niedersachsen,7449,53.8,8.9,33.54
1376,Ottweiler,Neunkirchen,Saarland,14352,49.367,7.167,45.51
1377,Overath,Rheinisch-Bergischer Kreis,Nordrhein-Westfalen,27124,50.95,7.3,68.8
1378,Owen,Esslingen,Baden-Württemberg,3382,48.58833,9.45139,9.7
1379,Paderborn,Paderborn,Nordrhein-Westfalen,151864,51.71806,8.75417,179.38
1380,Papenburg,Emsland,Niedersachsen,37551,53.067,7.4,118.36
1381,Pappenheim,Weißenburg-Gunzenhausen,Bayern,3924,48.93472,10.97444,64.32
1382,Parchim,Ludwigslust-Parchim,Mecklenburg-Western Pomerania,17622,53.417,11.833,124.49
1383,Parsberg,Neumarkt in der Oberpfalz,Bayern,7272,49.15,11.717,57.0
1384,Pasewalk,Vorpommern-Greifswald,Mecklenburg-Western Pomerania,9948,53.5,14.0,54.99
1385,Passau,Urban district,Bayern,52415,48.56667,13.46667,69.58
1386,Pattensen,Hanover,Niedersachsen,14625,52.267,9.767,67.0
1387,Pausa-Mühltroff,Vogtlandkreis,Sachsen,4845,50.567,11.967,64.13
1388,Pegau,Leipzig,Sachsen,6504,51.16667,12.25,48.61
1389,Pegnitz,Bayreuth,Bayern,13271,49.75639,11.545,100.03
1390,Peine,Peine,Niedersachsen,50249,52.32028,10.23361,119.51
1391,Peitz,Spree-Neiße,Brandenburg,4372,51.86667,14.41667,13.38
1392,Penig,Mittelsachsen,Sachsen,8624,50.93361,12.70583,63.31
1393,Penkun,Vorpommern-Greifswald,Mecklenburg-Western Pomerania,1765,53.283,14.25,78.64
1394,Penzberg,Weilheim-Schongau,Bayern,16510,47.75,11.383,25.73
1395,Penzlin,Mecklenburgische Seenplatte,Mecklenburg-Western Pomerania,4175,53.505,13.08306,115.47
1396,Perleberg,Prignitz,Brandenburg,12035,53.06667,11.86667,137.82
1397,Petershagen,Minden-Lübbecke,Nordrhein-Westfalen,25045,52.383,8.967,212.0
1398,Pfaffenhofen a.d.Ilm,Pfaffenhofen a.d.Ilm,Bayern,26272,48.533,11.517,92.39
1399,Pfarrkirchen,Rottal-Inn,Bayern,13005,48.417,12.917,52.33
1400,Pforzheim,Stadtkreis,Baden-Württemberg,126016,48.895,8.705,98.03
1401,Pfreimd,Schwandorf,Bayern,5301,49.5,12.183,51.43
1402,Pfullendorf,Sigmaringen,Baden-Württemberg,13472,47.92417,9.25667,90.56
1403,Pfullingen,Reutlingen,Baden-Württemberg,18778,48.46556,9.22611,30.12
1404,Pfungstadt,Darmstadt-Dieburg,Hessen,25029,49.80556,8.60444,42.53
1405,Philippsburg,Karlsruhe,Baden-Württemberg,13723,49.23333,8.45,50.56
1406,Pinneberg,Pinneberg,Schleswig-Holstein,43503,53.633,9.8,21.54
1407,Pirmasens,Urban district,Rheinland-Pfalz,40176,49.2,7.6,61.37
1408,Pirna,Sächsische Schweiz-Osterzgebirge,Sachsen,38284,50.96222,13.94028,53.02
1409,Plattling,Deggendorf,Bayern,12948,48.767,12.867,35.9
1410,Plau am See,Ludwigslust-Parchim,Mecklenburg-Western Pomerania,6055,53.45806,12.2625,115.99
1411,Plauen,Vogtlandkreis,Sachsen,64014,50.483,12.117,102.11
1412,Plaue,Ilm-Kreis,Thüringen,2007,50.77944,10.89889,22.69
1413,Plettenberg,Märkischer Kreis,Nordrhein-Westfalen,24978,51.217,7.883,96.29
1414,Pleystein,Neustadt a.d.Waldnaab,Bayern,2327,49.65,12.417,36.1
1415,Plochingen,Esslingen,Baden-Württemberg,14490,48.71167,9.41639,10.65
1416,Plön,Plön,Schleswig-Holstein,8987,54.16222,10.42139,36.73
1417,Pockau-Lengefeld,Erzgebirgskreis,Sachsen,7472,50.717,13.183,83.57
1418,Pocking,Passau,Bayern,16186,48.4,13.317,68.82
1419,Pohlheim,Gießen,Hessen,18049,50.517,8.7,38.0
1420,Polch,Mayen-Koblenz,Rheinland-Pfalz,6866,50.30111,7.31667,28.7
1421,Porta Westfalica,Minden-Lübbecke,Nordrhein-Westfalen,35734,52.21667,8.93333,105.0
1422,Potsdam,Urban district,Brandenburg,182112,52.4,13.067,187.28
1423,Pottenstein,Bayreuth,Bayern,5183,49.77222,11.41139,73.24
1424,Preetz,Plön,Schleswig-Holstein,15958,54.23667,10.28222,14.4
1425,Premnitz,Havelland,Brandenburg,8368,52.53306,12.33306,45.42
1426,Prenzlau,Uckermark,Brandenburg,18849,53.317,13.867,142.18
1427,Pressath,Neustadt a.d.Waldnaab,Bayern,4263,49.767,11.917,66.31
1428,Preußisch Oldendorf,Minden-Lübbecke,Nordrhein-Westfalen,12236,52.28333,8.5,68.78
1429,Prichsenstadt,Kitzingen,Bayern,3057,49.817,10.333,48.87
1430,Pritzwalk,Prignitz,Brandenburg,11870,53.14972,12.18306,165.57
1431,Prüm,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,5529,50.20806,6.42444,22.86
1432,Puchheim,Fürstenfeldbruck,Bayern,21235,48.15,11.35,12.23
1433,Pulheim,Rhein-Erft-Kreis,Nordrhein-Westfalen,54636,51.0,6.8,72.14
1434,Pulsnitz,Bautzen,Sachsen,7433,51.18167,14.01306,26.72
1435,Putbus,Vorpommern-Rügen,Mecklenburg-Western Pomerania,4487,54.333,13.483,66.6
1436,Putlitz,Prignitz,Brandenburg,2654,53.25,12.05,118.49
1437,Pößneck,Saale-Orla-Kreis,Thüringen,11697,50.7,11.6,24.45
1438,Püttlingen,Saarbrücken,Saarland,18318,49.283,6.883,23.94
1439,Quakenbrück,Osnabrück,Niedersachsen,13546,52.67722,7.9575,17.95
1440,Quedlinburg,Harz,Sachsen-Anhalt,23604,51.79167,11.14722,120.42
1441,Querfurt,Saalekreis,Sachsen-Anhalt,10454,51.383,11.6,155.23
1442,Quickborn,Pinneberg,Schleswig-Holstein,21659,53.73333,9.89722,43.16
1443,Rabenau,Sächsische Schweiz-Osterzgebirge,Sachsen,4400,50.967,13.633,30.72
1444,Radeberg,Bautzen,Sachsen,18597,51.117,13.917,30.0
1445,Radebeul,Meißen,Sachsen,33843,51.1,13.65,26.06
1446,Radeburg,Meißen,Sachsen,7268,51.2125,13.72556,54.0
1447,Radevormwald,Oberbergischer Kreis,Nordrhein-Westfalen,21963,51.2,7.35,53.77
1448,Radolfzell,Konstanz,Baden-Württemberg,31530,47.73333,8.96667,58.58
1449,Raguhn-Jeßnitz,Anhalt-Bitterfeld,Sachsen-Anhalt,8931,51.667,12.067,97.09
1450,Rahden,Minden-Lübbecke,Nordrhein-Westfalen,15404,52.417,8.617,137.6
1451,Rain,Donau-Ries,Bayern,9002,48.683,10.917,77.13
1452,Ramstein-Miesenbach,Kaiserslautern,Rheinland-Pfalz,7981,49.44611,7.55472,43.03
1453,Ranis,Saale-Orla-Kreis,Thüringen,1657,50.66389,11.56806,10.55
1454,Ransbach-Baumbach,Westerwaldkreis,Rheinland-Pfalz,7860,50.46611,7.72528,12.14
1455,Rastatt,Rastatt,Baden-Württemberg,50165,48.85,8.2,59.02
1456,Rastenberg,Sömmerda,Thüringen,2493,51.17611,11.41917,35.42
1457,Rathenow,Havelland,Brandenburg,24179,52.6,12.333,105.68
1458,Ratingen,Mettmann,Nordrhein-Westfalen,86899,51.3,6.85,88.72
1459,Ratzeburg,Herzogtum Lauenburg,Schleswig-Holstein,14517,53.7,10.75,30.29
1460,Rauenberg,Rhein-Neckar-Kreis,Baden-Württemberg,8752,49.26778,8.70361,11.12
1461,Raunheim,Groß-Gerau,Hessen,16096,50.017,8.45,13.01
1462,Rauschenberg,Marburg-Biedenkopf,Hessen,4410,50.86667,8.91667,67.33
1463,Ravensburg,Ravensburg,Baden-Württemberg,50776,47.78306,9.61139,92.04
1464,Ravenstein,Neckar-Odenwald-Kreis,Baden-Württemberg,2938,49.40111,9.50778,55.97
1465,Recklinghausen,Recklinghausen,Nordrhein-Westfalen,110705,51.585,7.16194,66.4
1466,Rees,Kleve,Nordrhein-Westfalen,21030,51.76667,6.4,109.66
1467,Regensburg,Urban district,Bayern,152270,49.017,12.083,80.76
1468,Regen,Regen,Bayern,10888,48.967,13.133,65.15
1469,Regis-Breitingen,Leipzig,Sachsen,3821,51.083,12.45,26.35
1470,Rehau,Hof,Bayern,9319,50.25,12.017,80.34
1471,Rehburg-Loccum,Nienburg,Niedersachsen,10179,52.45083,9.20778,99.99
1472,Rehna,Nordwestmecklenburg,Mecklenburg-Western Pomerania,3592,53.767,11.033,44.29
1473,Reichelsheim,Wetteraukreis,Hessen,6826,50.35694,8.8725,27.6
1474,Reichenbach im Vogtland,Vogtlandkreis,Sachsen,20198,50.617,12.3,34.46
1475,Reichenbach,Görlitz,Sachsen,4915,51.14167,14.8,62.59
1476,Reinbek,Stormarn,Schleswig-Holstein,28250,53.50889,10.24833,31.23
1477,Reinfeld,Stormarn,Schleswig-Holstein,9042,53.83333,10.48333,17.36
1478,Reinheim,Darmstadt-Dieburg,Hessen,16426,49.82694,8.83083,27.7
1479,Remagen,Ahrweiler,Rheinland-Pfalz,17156,50.57861,7.23056,33.16
1480,Remscheid,Urban districts of Germany,Nordrhein-Westfalen,111516,51.18333,7.2,74.6
1481,Remseck,Ludwigsburg,Baden-Württemberg,26508,48.86889,9.27639,22.82
1482,Renchen,Ortenaukreis,Baden-Württemberg,7387,48.58583,8.01056,32.08
1483,Rendsburg,Rendsburg-Eckernförde,Schleswig-Holstein,28705,54.3,9.66667,23.72
1484,Rennerod,Westerwaldkreis,Rheinland-Pfalz,4374,50.60972,8.06889,18.14
1485,Renningen,Böblingen,Baden-Württemberg,18535,48.76611,8.93472,31.13
1486,Rerik,Rostock,Mecklenburg-Western Pomerania,2169,54.1,11.617,33.45
1487,Rethem,Heidekreis,Niedersachsen,2297,52.78472,9.37806,33.76
1488,Reutlingen,Reutlingen,Baden-Württemberg,116031,48.483,9.217,87.06
1489,Rheda-Wiedenbrück,Gütersloh,Nordrhein-Westfalen,48672,51.84167,8.3,86.66
1490,Rhede,Borken,Nordrhein-Westfalen,19319,51.83333,6.70056,78.65
1491,Rheinau,Ortenaukreis,Baden-Württemberg,11322,48.66778,7.93472,73.51
1492,Rheinbach,Rhein-Sieg-Kreis,Nordrhein-Westfalen,26949,50.633,6.95,69.74
1493,Rheinberg,Wesel,Nordrhein-Westfalen,30933,51.54667,6.60056,75.15
1494,Rheinböllen,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,4103,50.0,7.667,16.33
1495,Rheine,Steinfurt,Nordrhein-Westfalen,76123,52.283,7.433,145.0
1496,Rheinfelden,Lörrach,Baden-Württemberg,32919,47.56111,7.79167,62.84
1497,Rheinsberg,Ostprignitz-Ruppin,Brandenburg,7948,53.09833,12.89583,324.83
1498,Rheinstetten,Karlsruhe,Baden-Württemberg,20178,48.96056,8.28972,32.31
1499,Rhens,Mayen-Koblenz,Rheinland-Pfalz,2982,50.2804889,7.618111,16.3
1500,Rhinow,Havelland,Brandenburg,1596,52.75,12.33306,31.51
1501,Ribnitz-Damgarten,Vorpommern-Rügen,Mecklenburg-Western Pomerania,15269,54.25,12.46667,122.2
1502,Richtenberg,Vorpommern-Rügen,Mecklenburg-Western Pomerania,1331,54.2,12.867,15.63
1503,Riedenburg,Kelheim,Bayern,6119,48.967,11.683,100.45
1504,Riedlingen,Biberach,Baden-Württemberg,10670,48.15528,9.47278,64.97
1505,Riedstadt,Groß-Gerau,Hessen,24004,49.83722,8.50444,73.76
1506,Rieneck,Main-Spessart,Bayern,1914,50.1,9.633,26.2
1507,Riesa,Meißen,Sachsen,29256,51.30806,13.29389,58.91
1508,Rietberg,Gütersloh,Nordrhein-Westfalen,29432,51.8,8.433,110.37
1509,Rinteln,Schaumburg,Niedersachsen,25487,52.19056,9.08139,109.0
1510,Rochlitz,Mittelsachsen,Sachsen,5658,51.04806,12.79861,23.71
1511,Rockenhausen,Donnersbergkreis,Rheinland-Pfalz,5373,49.6285861,7.8205111,36.83
1512,Rodalben,Südwestpfalz,Rheinland-Pfalz,6681,49.233,7.65,15.69
1513,Rodenberg,Schaumburg,Niedersachsen,6568,52.317,9.35,15.6
1514,Rodewisch,Vogtlandkreis,Sachsen,6361,50.517,12.417,26.88
1515,Rodgau,Offenbach,Hessen,46005,50.017,8.883,65.04
1516,Roding,Cham,Bayern,12296,49.2,12.517,113.8
1517,Romrod,Vogelsbergkreis,Hessen,2676,50.717,9.217,54.43
1518,Ronneburg,Greiz,Thüringen,4953,50.86361,12.18083,19.18
1519,Ronnenberg,Hanover,Niedersachsen,24403,52.31944,9.65556,37.78
1520,Rosbach vor der Höhe,Wetteraukreis,Hessen,12863,50.29861,8.70056,45.33
1521,Rosenfeld,Zollernalbkreis,Baden-Württemberg,6383,48.28639,8.72417,51.11
1522,Rosenheim,urban district,Bayern,63591,47.85,12.13333,37.22
1523,Rosenthal,Waldeck-Frankenberg,Hessen,2158,50.967,8.867,51.54
1524,Rostock,Urban district,Mecklenburg-Western Pomerania,209061,54.08333,12.13333,181.44
1525,Rotenburg a. d.  Fulda,Hersfeld-Rotenburg,Hessen,13959,50.99611,9.72778,79.84
1526,Rotenburg an der Wümme,Rotenburg (Wümme),Niedersachsen,22072,53.10694,9.39694,98.81
1527,Rothenburg ob der Tauber,Ansbach,Bayern,11273,49.383,10.183,41.68
1528,Rothenburg,Görlitz,Sachsen,4405,51.33333,14.96667,72.28
1529,Rothenfels,Main-Spessart,Bayern,1001,49.883,9.583,12.07
1530,Roth,Roth,Bayern,25232,49.24611,11.09111,96.25
1531,Rottenburg a.d.Laaber,Landshut,Bayern,8455,48.70194,12.02722,90.15
1532,Rottenburg am Neckar,Tübingen,Baden-Württemberg,43756,48.47722,8.93444,142.26
1533,Rottweil,Rottweil,Baden-Württemberg,24975,48.16806,8.62472,71.76
1534,Roßleben-Wiehe,Kyffhäuserkreis,Thüringen,7344,51.3,11.433,73.04
1535,Roßwein,Mittelsachsen,Sachsen,7410,51.067,13.183,43.94
1536,Rudolstadt,Saalfeld-Rudolstadt,Thüringen,24672,50.71694,11.3275,135.17
1537,Ruhland,Oberspreewald-Lausitz,Brandenburg,3739,51.46667,13.86667,37.12
1538,Ruhla,Wartburgkreis,Thüringen,5406,50.89194,10.36667,38.51
1539,Runkel,Limburg-Weilburg,Hessen,9351,50.40528,8.155,43.69
1540,Rutesheim,Böblingen,Baden-Württemberg,10875,48.80972,8.945,16.24
1541,Röbel,Mecklenburgische Seenplatte,Mecklenburg-Western Pomerania,4999,53.37611,12.60611,30.17
1542,Rödental,Coburg,Bayern,13082,50.283,11.067,49.96
1543,Rödermark,Offenbach,Hessen,28344,49.96667,8.81667,29.99
1544,Römhild,Hildburghausen,Thüringen,6747,50.383,10.55,122.46
1545,Rösrath,Rheinisch-Bergischer Kreis,Nordrhein-Westfalen,28759,50.9,7.183,38.81
1546,Rötha,Leipzig,Sachsen,6200,51.19722,12.41722,46.03
1547,Röthenbach an der Pegnitz,Nürnberger Land,Bayern,12370,49.48472,11.2475,14.27
1548,Röttingen,Würzburg,Bayern,1652,49.5,9.967,27.19
1549,Rötz,Cham,Bayern,3357,49.35,12.517,66.68
1550,Rüdesheim,Rheingau-Taunus-Kreis,Hessen,9970,49.98333,7.93056,51.0
1551,Rüsselsheim am Main,Groß-Gerau,Hessen,65972,50.0,8.433,58.3
1552,Rüthen,Soest,Nordrhein-Westfalen,10565,51.49333,8.48333,158.09
1553,Saalburg-Ebersdorf,Saale-Orla-Kreis,Thüringen,3292,50.49167,11.7,71.87
1554,Saalfeld,Saalfeld-Rudolstadt,Thüringen,29071,50.65,11.367,145.56
1555,Saarbrücken,Saarbrücken,Saarland,179349,49.233,7.0,167.07
1556,Saarburg,Trier-Saarburg,Rheinland-Pfalz,7489,49.617,6.55,20.63
1557,Saarlouis,Saarlouis,Saarland,34409,49.31667,6.75,43.27
1558,Sachsenhagen,Schaumburg,Niedersachsen,1980,52.4,9.267,15.53
1559,Sachsenheim,Ludwigsburg,Baden-Württemberg,19120,48.96,9.06472,57.92
1560,Salzgitter,Urban districts of Germany,Niedersachsen,103866,52.15,10.33333,223.92
1561,Salzkotten,Paderborn,Nordrhein-Westfalen,25013,51.67083,8.60472,109.4
1562,Salzwedel,Altmarkkreis Salzwedel,Sachsen-Anhalt,23306,52.85,11.15,304.53
1563,Sandau,Stendal,Sachsen-Anhalt,828,52.78333,12.05,18.58
1564,Sandersdorf-Brehna,Anhalt-Bitterfeld,Sachsen-Anhalt,14364,51.617,12.233,81.71
1565,Sangerhausen,Mansfeld-Südharz,Sachsen-Anhalt,25703,51.46667,11.3,207.64
1566,Sankt Augustin,Rhein-Sieg-Kreis,Nordrhein-Westfalen,55590,50.77,7.18667,34.22
1567,Sankt Blasien,Waldshut,Baden-Württemberg,3982,47.76194,8.12833,54.36
1568,Sankt Georgen im Schwarzwald,Schwarzwald-Baar-Kreis,Baden-Württemberg,13035,48.12472,8.33083,59.85
1569,Sankt Goarshausen,Rhein-Lahn-Kreis,Rheinland-Pfalz,1268,50.15472,7.71528,7.0
1570,Sankt Goar,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,2768,50.15,7.717,22.93
1571,Sankt Ingbert,Saarpfalz-Kreis,Saarland,35213,49.3,7.117,49.95
1572,Sankt Wendel,Sankt Wendel,Saarland,25438,49.467,7.167,113.54
1573,Sarstedt,Hildesheim,Niedersachsen,19392,52.23944,9.86056,42.94
1574,Sassenberg,Warendorf,Nordrhein-Westfalen,14215,51.98972,8.04083,78.08
1575,Sassnitz,Vorpommern-Rügen,Mecklenburg-Western Pomerania,9191,54.51639,13.64111,46.45
1576,"Sayda, Saxony",Mittelsachsen,Sachsen,1713,50.717,13.417,35.17
1577,Schalkau,Sonneberg,Thüringen,3278,50.39444,11.00861,44.03
1578,Schauenstein,Hof,Bayern,1897,50.267,11.767,26.66
1579,Scheer,Sigmaringen,Baden-Württemberg,2472,48.07361,9.29333,18.72
1580,Scheibenberg,Erzgebirgskreis,Sachsen,2054,50.54083,12.9125,9.01
1581,Scheinfeld,Neustadt a.d.Aisch-Bad Windsheim,Bayern,4700,49.667,10.467,45.12
1582,Schelklingen,Alb-Donau-Kreis,Baden-Württemberg,6870,48.37556,9.7325,75.24
1583,Schenefeld,Pinneberg,Schleswig-Holstein,19368,53.60278,9.82333,9.99
1584,Scheßlitz,Bamberg,Bayern,7232,49.975,11.03333,94.88
1585,Schieder-Schwalenberg,Lippe,Nordrhein-Westfalen,8355,51.88306,9.18306,60.04
1586,Schifferstadt,Rhein-Pfalz-Kreis,Rheinland-Pfalz,20432,49.383,8.367,28.04
1587,Schillingsfürst,Ansbach,Bayern,2823,49.267,10.267,27.52
1588,Schiltach,Rottweil,Baden-Württemberg,3801,48.29056,8.34472,34.22
1589,Schirgiswalde-Kirschau,Bautzen,Sachsen,6142,51.1,14.433,24.3
1590,Schkeuditz,Nordsachsen,Sachsen,18287,51.4,12.21667,79.36
1591,Schkölen,Saale-Holzland-Kreis,Thüringen,2593,51.03333,11.81667,53.3
1592,Schleiden,Euskirchen,Nordrhein-Westfalen,13191,50.53306,6.46667,122.09
1593,Schleiz,Saale-Orla-Kreis,Thüringen,8832,50.58333,11.81667,108.22
1594,Schleswig,Schleswig-Flensburg,Schleswig-Holstein,25322,54.51806,9.57028,24.3
1595,Schlettau,Erzgebirgskreis,Sachsen,2345,50.55861,12.95111,21.17
1596,Schleusingen,Hildburghausen,Thüringen,10801,50.51667,10.75,125.56
1597,Schlieben,Elbe-Elster,Brandenburg,2420,51.71667,13.38306,78.22
1598,Schlitz,Vogelsbergkreis,Hessen,9666,50.667,9.567,142.09
1599,Schloß Holte-Stukenbrock,Gütersloh,Nordrhein-Westfalen,26943,51.883,8.617,67.42
1600,Schlüchtern,Main-Kinzig-Kreis,Hessen,15847,50.35,9.517,113.3
1601,Schlüsselfeld,Bamberg,Bayern,5965,49.767,10.617,70.22
1602,Schmalkalden,Schmalkalden-Meiningen,Thüringen,19553,50.717,10.45,105.35
1603,Schmallenberg,Hochsauerlandkreis,Nordrhein-Westfalen,24806,51.148983,8.284539,303.0
1604,Schmölln,Altenburger Land,Thüringen,13604,50.895,12.35639,94.72
1605,Schnackenburg,Lüchow-Dannenberg,Niedersachsen,531,53.03667,11.56806,23.7
1606,Schnaittenbach,Amberg-Sulzbach,Bayern,4183,49.533,12.017,62.55
